SampleID	JobID	WallTime	MemUsed	State	Log
BMT153D73	11165806	00:08:59	100.85 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT153D73.11165806.log
BMT153D99	11165809	00:07:13	94.86 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT153D99.11165809.log
BMT153pre	11165734	00:09:09	108.04 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT153pre.11165734.log
BMT164D183	11165812	00:08:28	111.51 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT164D183.11165812.log
BMT164D26	11165815	00:13:19	121.83 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT164D26.11165815.log
BMT164D7	11165818	00:06:30	103.14 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT164D7.11165818.log
BMT164D9	11165821	00:07:22	99.41 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT164D9.11165821.log
BMT165D1	11165824	00:08:13	100.78 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT165D1.11165824.log
BMT165D22	11165827	00:07:44	110.55 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT165D22.11165827.log
BMT165D29	11165830	00:09:09	106.00 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT165D29.11165830.log
BMT165D8	11165833	00:08:13	152.58 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT165D8.11165833.log
BMT165PRE	11165836	00:07:58	107.66 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT165PRE.11165836.log
BMT166D5	11165839	00:17:10	124.58 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT166D5.11165839.log
BMT166PRE	11165842	00:13:13	121.26 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT166PRE.11165842.log
BMT168D11	11165845	00:07:50	109.40 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT168D11.11165845.log
BMT168D18	11165848	00:07:05	104.78 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT168D18.11165848.log
BMT168PRE	11165851	00:07:39	107.11 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT168PRE.11165851.log
BMT169D7	11165854	00:05:55	133.97 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT169D7.11165854.log
BMT169PRE	11165857	00:07:44	105.53 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT169PRE.11165857.log
BMT170D135	11165860	00:11:46	97.53 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT170D135.11165860.log
BMT170D2	11165866	00:06:35	102.23 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT170D2.11165866.log
BMT170D27	11165863	00:04:10	97.34 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT170D27.11165863.log
