SampleID	JobID	WallTime	MemUsed	State	Log
BMT153D1	11122567	01:02:20	4.98 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT153D1.11122567.log
BMT153D142	11122559	01:17:55	7.16 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT153D142.11122559.log
BMT153D183	11122563	00:54:04	8.32 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT153D183.11122563.log
BMT153D73	11122571	01:04:53	5.32 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT153D73.11122571.log
BMT153D99	11122575	00:55:30	8.53 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT153D99.11122575.log
BMT153pre	11122475	01:10:11	13.69 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT153pre.11122475.log
BMT164D183	11122579	01:17:23	8.66 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT164D183.11122579.log
BMT164D26	11122583	01:23:54	9.67 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT164D26.11122583.log
BMT164D7	11122587	00:55:00	6.90 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT164D7.11122587.log
BMT164D9	11122591	01:01:14	11.03 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT164D9.11122591.log
BMT165D1	11122595	00:58:22	10.20 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT165D1.11122595.log
BMT165D22	11122599	00:56:58	10.23 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT165D22.11122599.log
BMT165D29	11122603	01:11:04	8.91 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT165D29.11122603.log
BMT165D8	11122607	00:56:58	6.61 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT165D8.11122607.log
BMT165PRE	11122611	01:12:16	4.13 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT165PRE.11122611.log
BMT166D5	11122615	02:07:36	12.01 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT166D5.11122615.log
BMT166PRE	11122619	01:20:06	8.32 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT166PRE.11122619.log
BMT168D11	11122623	00:46:18	6.77 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT168D11.11122623.log
BMT168D18	11122627	00:41:54	7.54 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT168D18.11122627.log
BMT168PRE	11122631	00:58:46	6.68 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT168PRE.11122631.log
BMT169D7	11122635	00:53:03	6.11 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT169D7.11122635.log
BMT169PRE	11122639	00:49:43	8.97 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT169PRE.11122639.log
BMT170D135	11122643	01:35:31	13.19 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT170D135.11122643.log
BMT170D2	11122651	00:51:20	5.90 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT170D2.11122651.log
BMT170D27	11122647	00:34:59	6.77 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT170D27.11122647.log
BMT170D55	11122655	00:46:57	5.56 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT170D55.11122655.log
BMT170PRE	11122659	00:46:52	6.64 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT170PRE.11122659.log
BMT171D0	11122663	00:54:50	7.06 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT171D0.11122663.log
BMT171D23	11122667	01:00:15	5.85 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT171D23.11122667.log
BMT171PRE	11122671	01:30:51	12.18 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT171PRE.11122671.log
BMT173D2	11122675	01:09:34	7.78 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT173D2.11122675.log
BMT173D37	11132679	01:10:36	12.05 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT173D37.11132679.log
