Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
BMT146D57_1	30.54218973530527	42.0	140.83816936370707	151	9.090909090909092	27882786.0
BMT146D57_2	29.719511728328428	42.0	140.86013854569626	151	9.090909090909092	27882786.0
BMT146D69_1	42.75916743196115	42.0	144.40444507999993	151	9.090909090909092	41090914.0
BMT146D69_2	41.790424836511555	42.0	144.40651346913336	151	9.090909090909092	41090914.0
BMT146pre_1	25.562192352176552	43.0	135.62929920587675	151	9.090909090909092	16411810.0
BMT146pre_2	23.824670775224035	43.0	135.6183536124291	151	9.090909090909092	16411810.0
BMT148D67_1	39.90649983071998	46.0	142.84755791547073	151	9.090909090909092	36149322.0
BMT148D67_2	39.08286043740511	47.0	142.82209420137949	151	18.181818181818183	36149322.0
BMT148PRE_1	33.55724153152437	44.0	142.47268155174865	151	9.090909090909092	55038192.0
BMT148PRE_2	33.189455058107285	45.0	142.47808934203363	151	9.090909090909092	55038192.0
BMT149D12_1	34.019762206619944	44.0	132.98003322213657	151	9.090909090909092	17166265.0
BMT149D12_2	30.733137426472254	44.0	133.0315339417165	151	9.090909090909092	17166265.0
BMT149D17_1	59.07960284476445	35.0	149.3219242635369	151	18.181818181818183	15238578.0
BMT149D17_2	53.117810442821664	35.0	149.19969789832095	151	18.181818181818183	15238578.0
BMT149D24_1	46.7354956389335	44.0	136.22959545698595	151	0.0	20329235.0
BMT149D24_2	44.347952086867146	44.0	136.212672931372	151	0.0	20329235.0
BMT149D28_1	58.44587814499626	44.0	144.25207687420504	151	18.181818181818183	36387134.0
BMT149D28_2	57.150933894870604	44.0	144.23863775586173	151	27.27272727272727	36387134.0
BMT149pre_1	49.425587706059645	37.0	123.911514644243	147	9.090909090909092	24071712.0
